Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
09/04/2023,Fairfax,275142,5420,1794
09/04/2023,Loudoun,100704,2111,449
09/04/2023,Prince William,148380,4086,951
09/03/2023,Alexandria,46459,837,234
09/03/2023,Arlington,68060,1398,371
09/03/2023,Fairfax,275061,5419,1794
09/03/2023,Loudoun,100682,2111,449
09/03/2023,Prince William,148355,4085,951
09/02/2023,Alexandria,46451,837,234
09/02/2023,Arlington,68052,1398,371
09/02/2023,Fairfax,274990,5417,1794
09/02/2023,Loudoun,100657,2111,449
09/02/2023,Prince William,148324,4085,951
09/01/2023,Alexandria,46431,836,234
09/01/2023,Arlington,68039,1398,371
09/01/2023,Fairfax,274853,5414,1794
09/01/2023,Loudoun,100597,2111,449
09/01/2023,Prince William,148240,4085,951
08/31/2023,Alexandria,46415,835,234
08/31/2023,Arlington,68010,1398,371
08/31/2023,Fairfax,274726,5413,1794
08/31/2023,Loudoun,100564,2110,449
08/31/2023,Prince William,148184,4085,951
08/30/2023,Alexandria,46391,835,234
08/30/2023,Arlington,67988,1398,371
08/30/2023,Fairfax,274599,5412,1794
08/30/2023,Loudoun,100513,2111,449
08/30/2023,Prince William,148114,4085,951
08/29/2023,Alexandria,46361,835,234
08/29/2023,Arlington,67966,1398,371
08/29/2023,Fairfax,274354,5401,1794
08/29/2023,Loudoun,100445,2111,449
08/29/2023,Prince William,148051,4085,951
08/28/2023,Alexandria,46352,835,234
08/28/2023,Arlington,67952,1398,371
08/28/2023,Fairfax,274254,5402,1794
08/28/2023,Loudoun,100402,2112,449
08/28/2023,Prince William,147998,4085,951
08/27/2023,Alexandria,46345,835,234
08/27/2023,Arlington,67943,1398,371
08/27/2023,Fairfax,274209,5402,1794
08/27/2023,Loudoun,100389,2112,449
08/27/2023,Prince William,147971,4085,951
08/26/2023,Alexandria,46343,835,234
08/26/2023,Arlington,67923,1398,371
08/26/2023,Fairfax,274142,5402,1794
08/26/2023,Loudoun,100370,2112,449
08/26/2023,Prince William,147929,4085,951
08/25/2023,Alexandria,46335,835,234
08/25/2023,Arlington,67893,1398,371
08/25/2023,Fairfax,274059,5403,1794
08/25/2023,Loudoun,100327,2111,449
08/25/2023,Prince William,147844,4085,951
08/24/2023,Alexandria,46326,835,234
08/24/2023,Arlington,67870,1398,371
08/24/2023,Fairfax,273993,5403,1794
08/24/2023,Loudoun,100284,2111,449
08/24/2023,Prince William,147784,4085,951
08/23/2023,Alexandria,46315,835,234
08/23/2023,Arlington,67849,1398,371
08/23/2023,Fairfax,273930,5403,1794
08/23/2023,Loudoun,100241,2109,449
08/23/2023,Prince William,147731,4085,951
08/22/2023,Alexandria,46307,835,234
08/22/2023,Arlington,67834,1398,371
08/22/2023,Fairfax,273842,5403,1794
08/22/2023,Loudoun,100208,2108,449
08/22/2023,Prince William,147703,4085,951
08/21/2023,Alexandria,46294,835,234
08/21/2023,Arlington,67827,1398,371
08/21/2023,Fairfax,273753,5403,1794
08/21/2023,Loudoun,100179,2108,449
08/21/2023,Prince William,147653,4085,951
08/20/2023,Alexandria,46283,835,234
08/20/2023,Arlington,67818,1398,371
08/20/2023,Fairfax,273696,5403,1794
08/20/2023,Loudoun,100152,2107,449
08/20/2023,Prince William,147621,4085,951
08/19/2023,Alexandria,46277,835,234
08/19/2023,Arlington,67804,1398,371
08/19/2023,Fairfax,273631,5402,1794
08/19/2023,Loudoun,100121,2107,449
08/19/2023,Prince William,147593,4085,951
08/18/2023,Alexandria,46273,834,234
08/18/2023,Arlington,67789,1398,371
08/18/2023,Fairfax,273557,5401,1794
08/18/2023,Loudoun,100103,2107,449
08/18/2023,Prince William,147563,4084,951
08/17/2023,Alexandria,46266,834,234
08/17/2023,Arlington,67775,1398,371
08/17/2023,Fairfax,273479,5401,1794
08/17/2023,Loudoun,100085,2106,449
08/17/2023,Prince William,147521,4084,951
08/16/2023,Alexandria,46246,834,234
08/16/2023,Arlington,67757,1398,371
08/16/2023,Fairfax,273416,5400,1794
08/16/2023,Loudoun,100055,2107,449
08/16/2023,Prince William,147463,4084,951
08/15/2023,Alexandria,46238,834,234
08/15/2023,Arlington,67737,1397,371
08/15/2023,Fairfax,273350,5400,1794
08/15/2023,Loudoun,100032,2107,449
08/15/2023,Prince William,147420,4084,951
08/14/2023,Alexandria,46225,834,234
08/14/2023,Arlington,67731,1397,371
08/14/2023,Fairfax,273265,5400,1794
08/14/2023,Loudoun,100005,2107,449
08/14/2023,Prince William,147383,4084,951
08/13/2023,Alexandria,46221,834,234
08/13/2023,Arlington,67722,1396,371
08/13/2023,Fairfax,273225,5400,1794
08/13/2023,Loudoun,99995,2107,449
08/13/2023,Prince William,147370,4084,951
08/12/2023,Alexandria,46220,834,234
08/12/2023,Arlington,67715,1396,371
08/12/2023,Fairfax,273177,5399,1794
08/12/2023,Loudoun,99974,2106,449
08/12/2023,Prince William,147337,4084,951
08/11/2023,Alexandria,46212,834,234
08/11/2023,Arlington,67704,1396,371
08/11/2023,Fairfax,273110,5397,1794
08/11/2023,Loudoun,99941,2106,449
08/11/2023,Prince William,147301,4084,951
08/10/2023,Alexandria,46209,834,234
08/10/2023,Arlington,67690,1396,371
08/10/2023,Fairfax,273053,5396,1794
08/10/2023,Loudoun,99923,2106,449
08/10/2023,Prince William,147267,4084,951
08/09/2023,Alexandria,46203,834,234
08/09/2023,Arlington,67673,1396,371
08/09/2023,Fairfax,272975,5394,1794
08/09/2023,Loudoun,99909,2112,449
08/09/2023,Prince William,147241,4083,951
08/08/2023,Alexandria,46195,834,234
08/08/2023,Arlington,67663,1396,371
08/08/2023,Fairfax,272923,5394,1794
08/08/2023,Loudoun,99876,2113,449
08/08/2023,Prince William,147222,4083,951
08/07/2023,Alexandria,46190,834,234
08/07/2023,Arlington,67659,1396,371
08/07/2023,Fairfax,272886,5394,1794
08/07/2023,Loudoun,99862,2112,449
08/07/2023,Prince William,147192,4083,951
08/06/2023,Alexandria,46178,834,234
08/06/2023,Arlington,67651,1396,371
08/06/2023,Fairfax,272845,5394,1794
08/06/2023,Loudoun,99848,2112,449
08/06/2023,Prince William,147179,4083,951
08/05/2023,Alexandria,46173,834,234
08/05/2023,Arlington,67643,1396,371
08/05/2023,Fairfax,272788,5393,1794
08/05/2023,Loudoun,99830,2112,449
08/05/2023,Prince William,147151,4083,951
08/04/2023,Alexandria,46164,832,234
08/04/2023,Arlington,67641,1396,371
08/04/2023,Fairfax,272735,5391,1794
08/04/2023,Loudoun,99801,2111,449
08/04/2023,Prince William,147131,4083,951
08/03/2023,Alexandria,46158,832,234
08/03/2023,Arlington,67629,1396,371
08/03/2023,Fairfax,272677,5391,1794
08/03/2023,Loudoun,99779,2110,449
08/03/2023,Prince William,147109,4083,951
08/02/2023,Alexandria,46148,832,234
08/02/2023,Arlington,67619,1396,371
08/02/2023,Fairfax,272612,5388,1793
08/02/2023,Loudoun,99754,2110,449
08/02/2023,Prince William,147071,4083,951
08/01/2023,Alexandria,46145,832,234
08/01/2023,Arlington,67613,1396,371
08/01/2023,Fairfax,272558,5386,1793
08/01/2023,Loudoun,99720,2109,449
08/01/2023,Prince William,147051,4083,951
07/31/2023,Alexandria,46141,832,234
07/31/2023,Arlington,67609,1396,371
07/31/2023,Fairfax,272505,5385,1791
07/31/2023,Loudoun,99705,2108,449
07/31/2023,Prince William,147030,4083,951
07/30/2023,Alexandria,46137,832,234
07/30/2023,Arlington,67603,1396,371
07/30/2023,Fairfax,272474,5385,1791
07/30/2023,Loudoun,99696,2108,449
07/30/2023,Prince William,147018,4083,951
07/29/2023,Alexandria,46137,832,234
07/29/2023,Arlington,67597,1396,371
07/29/2023,Fairfax,272445,5383,1791
07/29/2023,Loudoun,99687,2108,449
07/29/2023,Prince William,147001,4083,951
07/28/2023,Alexandria,46131,832,234
07/28/2023,Arlington,67584,1396,371
07/28/2023,Fairfax,272389,5383,1791
07/28/2023,Loudoun,99673,2108,449
07/28/2023,Prince William,146975,4083,951
07/27/2023,Alexandria,46127,832,234
07/27/2023,Arlington,67567,1396,371
07/27/2023,Fairfax,272345,5383,1791
07/27/2023,Loudoun,99649,2108,449
07/27/2023,Prince William,146959,4083,951
07/26/2023,Alexandria,46118,832,234
07/26/2023,Arlington,67554,1396,371
07/26/2023,Fairfax,272299,5382,1791
07/26/2023,Loudoun,99617,2107,449
07/26/2023,Prince William,146937,4083,951
07/25/2023,Alexandria,46110,832,234
07/25/2023,Arlington,67541,1396,371
07/25/2023,Fairfax,272250,5381,1791
07/25/2023,Loudoun,99598,2107,449
07/25/2023,Prince William,146913,4083,951
07/24/2023,Alexandria,46107,831,233
07/24/2023,Arlington,67536,1396,371
07/24/2023,Fairfax,272206,5379,1790
07/24/2023,Loudoun,99585,2106,449
07/24/2023,Prince William,146892,4083,951
07/23/2023,Alexandria,46105,831,233
07/23/2023,Arlington,67531,1396,371
07/23/2023,Fairfax,272179,5379,1790
07/23/2023,Loudoun,99580,2106,449
07/23/2023,Prince William,146882,4083,951
07/22/2023,Alexandria,46099,831,233
07/22/2023,Arlington,67529,1396,371
07/22/2023,Fairfax,272146,5379,1790
07/22/2023,Loudoun,99576,2106,449
07/22/2023,Prince William,146867,4082,951
07/21/2023,Alexandria,46095,831,233
07/21/2023,Arlington,67520,1396,371
07/21/2023,Fairfax,272118,5379,1790
07/21/2023,Loudoun,99561,2106,449
07/21/2023,Prince William,146846,4082,951
07/20/2023,Alexandria,46089,831,233
07/20/2023,Arlington,67498,1396,371
07/20/2023,Fairfax,272068,5379,1790
07/20/2023,Loudoun,99546,2106,449
07/20/2023,Prince William,146829,4082,951
07/19/2023,Alexandria,46083,831,233
07/19/2023,Arlington,67485,1396,371
07/19/2023,Fairfax,272043,5379,1790
07/19/2023,Loudoun,99534,2105,449
07/19/2023,Prince William,146807,4082,951
07/18/2023,Alexandria,46085,831,233
07/18/2023,Arlington,67482,1396,371
07/18/2023,Fairfax,272001,5380,1790
07/18/2023,Loudoun,99510,2105,449
07/18/2023,Prince William,146792,4082,951
07/17/2023,Alexandria,46081,831,233
07/17/2023,Arlington,67477,1396,371
07/17/2023,Fairfax,271970,5380,1790
07/17/2023,Loudoun,99487,2104,449
07/17/2023,Prince William,146766,4082,951
07/16/2023,Alexandria,46078,831,233
07/16/2023,Arlington,67474,1396,371
07/16/2023,Fairfax,271949,5380,1790
07/16/2023,Loudoun,99479,2104,449
07/16/2023,Prince William,146758,4082,951
07/15/2023,Alexandria,46073,831,233
07/15/2023,Arlington,67466,1396,371
07/15/2023,Fairfax,271924,5380,1790
07/15/2023,Loudoun,99465,2103,449
07/15/2023,Prince William,146742,4082,951
07/14/2023,Alexandria,46071,831,233
07/14/2023,Arlington,67463,1396,371
07/14/2023,Fairfax,271904,5380,1790
07/14/2023,Loudoun,99455,2103,449
07/14/2023,Prince William,146731,4082,951
07/13/2023,Alexandria,46066,831,233
07/13/2023,Arlington,67460,1396,371
07/13/2023,Fairfax,271882,5380,1790
07/13/2023,Loudoun,99447,2103,449
07/13/2023,Prince William,146720,4081,951
07/12/2023,Alexandria,46060,831,233
07/12/2023,Arlington,67455,1396,371
07/12/2023,Fairfax,271858,5380,1790
07/12/2023,Loudoun,99436,2103,449
07/12/2023,Prince William,146706,4081,951
07/11/2023,Alexandria,46056,831,233
07/11/2023,Arlington,67450,1396,371
07/11/2023,Fairfax,271817,5380,1790
07/11/2023,Loudoun,99421,2103,449
07/11/2023,Prince William,146692,4081,951
07/10/2023,Alexandria,46052,831,233
07/10/2023,Arlington,67447,1396,371
07/10/2023,Fairfax,271778,5380,1790
07/10/2023,Loudoun,99406,2101,449
07/10/2023,Prince William,146681,4081,951
07/09/2023,Alexandria,46049,831,233
07/09/2023,Arlington,67447,1396,371
07/09/2023,Fairfax,271758,5380,1790
07/09/2023,Loudoun,99404,2101,449
07/09/2023,Prince William,146679,4081,951
07/08/2023,Alexandria,46048,831,233
07/08/2023,Arlington,67445,1396,371
07/08/2023,Fairfax,271731,5379,1790
07/08/2023,Loudoun,99392,2101,449
07/08/2023,Prince William,146661,4081,951
07/07/2023,Alexandria,46051,831,233
07/07/2023,Arlington,67444,1396,371
07/07/2023,Fairfax,271678,5378,1790
07/07/2023,Loudoun,99382,2101,449
07/07/2023,Prince William,146647,4081,951
07/06/2023,Alexandria,46050,832,233
07/06/2023,Arlington,67433,1396,371
07/06/2023,Fairfax,271630,5377,1790
07/06/2023,Loudoun,99359,2101,449
07/06/2023,Prince William,146628,4081,951
07/05/2023,Alexandria,46047,832,233
07/05/2023,Alexandria,46047,832,233
07/05/2023,Arlington,67424,1396,371
07/05/2023,Arlington,67424,1396,371
07/05/2023,Fairfax,271596,5377,1790
07/05/2023,Fairfax,271596,5377,1790
07/05/2023,Loudoun,99350,2099,449
07/05/2023,Loudoun,99350,2099,449
07/05/2023,Prince William,146618,4081,951
07/05/2023,Prince William,146618,4081,951
07/04/2023,Alexandria,46043,832,233
07/04/2023,Arlington,67420,1396,371
07/04/2023,Fairfax,271573,5377,1790
07/04/2023,Loudoun,99344,2099,449
07/04/2023,Prince William,146606,4081,951
07/03/2023,Alexandria,46055,833,233
07/03/2023,Arlington,67416,1396,371
07/03/2023,Fairfax,271535,5375,1790
07/03/2023,Loudoun,99348,2099,449
07/03/2023,Prince William,146604,4081,951
07/02/2023,Alexandria,46052,833,233
07/02/2023,Arlington,67416,1396,371
07/02/2023,Fairfax,271506,5375,1790
07/02/2023,Loudoun,99344,2099,449
07/02/2023,Prince William,146595,4081,951
07/01/2023,Alexandria,46052,833,233
07/01/2023,Arlington,67416,1396,371
07/01/2023,Fairfax,271474,5374,1790
07/01/2023,Loudoun,99339,2099,449
07/01/2023,Prince William,146589,4081,951
06/30/2023,Alexandria,46057,833,233
06/30/2023,Arlington,67414,1396,371
06/30/2023,Fairfax,271431,5373,1790
06/30/2023,Loudoun,99334,2096,448
06/30/2023,Prince William,146574,4081,951
06/29/2023,Alexandria,46055,833,233
06/29/2023,Arlington,67410,1393,371
06/29/2023,Fairfax,271384,5372,1790
06/29/2023,Loudoun,99314,2095,448
06/29/2023,Prince William,146564,4081,951
06/27/2023,Alexandria,46056,833,233
06/27/2023,Arlington,67405,1393,371
06/27/2023,Fairfax,271336,5372,1790
06/27/2023,Loudoun,99299,2095,448
06/27/2023,Prince William,146540,4080,951
06/26/2023,Alexandria,46052,833,233
06/26/2023,Arlington,67403,1393,371
06/26/2023,Fairfax,271320,5372,1790
06/26/2023,Loudoun,99291,2093,448
06/26/2023,Prince William,146524,4080,951
06/25/2023,Alexandria,46051,833,233
06/25/2023,Arlington,67395,1393,371
06/25/2023,Fairfax,271301,5372,1790
06/25/2023,Loudoun,99281,2093,448
06/25/2023,Prince William,146517,4080,951
06/24/2023,Alexandria,46048,833,233
06/24/2023,Arlington,67386,1393,371
06/24/2023,Fairfax,271278,5372,1790
06/24/2023,Loudoun,99275,2093,448
06/24/2023,Prince William,146511,4080,951
06/23/2023,Alexandria,46041,833,233
06/23/2023,Arlington,67382,1393,371
06/23/2023,Fairfax,271251,5371,1790
06/23/2023,Loudoun,99263,2092,448
06/23/2023,Prince William,146495,4080,951
06/22/2023,Alexandria,46036,833,233
06/22/2023,Arlington,67380,1392,371
06/22/2023,Fairfax,271214,5371,1790
06/22/2023,Loudoun,99248,2090,448
06/22/2023,Prince William,146478,4079,951
06/21/2023,Alexandria,46029,833,233
06/21/2023,Arlington,67380,1392,371
06/21/2023,Fairfax,271190,5370,1790
06/21/2023,Loudoun,99229,2090,448
06/21/2023,Prince William,146470,4079,951
06/20/2023,Alexandria,46025,833,233
06/20/2023,Arlington,67377,1392,371
06/20/2023,Fairfax,271150,5368,1790
06/20/2023,Loudoun,99196,2088,448
06/20/2023,Prince William,146444,4079,951
06/19/2023,Alexandria,46025,833,233
06/19/2023,Arlington,67379,1392,371
06/19/2023,Fairfax,271133,5368,1790
06/19/2023,Loudoun,99187,2088,448
06/19/2023,Prince William,146438,4079,951
06/18/2023,Alexandria,46020,833,233
06/18/2023,Arlington,67378,1392,371
06/18/2023,Fairfax,271127,5368,1790
06/18/2023,Loudoun,99182,2087,448
06/18/2023,Prince William,146437,4079,951
06/17/2023,Alexandria,46018,833,233
06/17/2023,Arlington,67372,1392,371
06/17/2023,Fairfax,271115,5368,1790
06/17/2023,Loudoun,99174,2087,448
06/17/2023,Prince William,146427,4079,951
06/16/2023,Alexandria,46013,833,233
06/16/2023,Arlington,67367,1391,371
06/16/2023,Fairfax,271086,5367,1790
06/16/2023,Loudoun,99161,2086,448
06/16/2023,Prince William,146411,4079,951
06/15/2023,Alexandria,46006,833,233
06/15/2023,Arlington,67363,1391,371
06/15/2023,Fairfax,271055,5366,1793
06/15/2023,Loudoun,99153,2086,449
06/15/2023,Prince William,146398,4079,951
06/14/2023,Alexandria,46004,833,233
06/14/2023,Arlington,67357,1391,372
06/14/2023,Fairfax,271033,5366,1793
06/14/2023,Loudoun,99147,2081,448
06/14/2023,Prince William,146389,4079,951
06/13/2023,Alexandria,45997,833,233
06/13/2023,Arlington,67348,1390,372
06/13/2023,Fairfax,270982,5365,1793
06/13/2023,Loudoun,99128,2081,448
06/13/2023,Prince William,146374,4079,951
06/12/2023,Alexandria,45998,833,233
06/12/2023,Arlington,67351,1390,372
06/12/2023,Fairfax,270968,5364,1793
06/12/2023,Loudoun,99125,2081,448
06/12/2023,Prince William,146362,4079,951
06/11/2023,Alexandria,45996,833,233
06/11/2023,Arlington,67348,1390,372
06/11/2023,Fairfax,270944,5364,1793
06/11/2023,Loudoun,99111,2081,448
06/11/2023,Prince William,146353,4079,951
06/10/2023,Alexandria,45994,833,233
06/10/2023,Arlington,67344,1390,372
06/10/2023,Fairfax,270927,5362,1793
06/10/2023,Loudoun,99098,2081,448
06/10/2023,Prince William,146340,4079,951
06/09/2023,Alexandria,45989,833,233
06/09/2023,Arlington,67337,1390,372
06/09/2023,Fairfax,270902,5362,1793
06/09/2023,Loudoun,99090,2081,448
06/09/2023,Prince William,146333,4079,951
06/08/2023,Alexandria,45984,833,233
06/08/2023,Arlington,67324,1390,371
06/08/2023,Fairfax,270866,5361,1793
06/08/2023,Loudoun,99083,2081,448
06/08/2023,Prince William,146319,4079,951
06/07/2023,Alexandria,45982,833,233
06/07/2023,Arlington,67321,1390,371
06/07/2023,Fairfax,270828,5361,1793
06/07/2023,Loudoun,99069,2081,448
06/07/2023,Prince William,146299,4079,951
06/06/2023,Alexandria,45980,833,233
06/06/2023,Arlington,67316,1389,371
06/06/2023,Fairfax,270791,5361,1793
06/06/2023,Loudoun,99057,2081,448
06/06/2023,Prince William,146289,4079,951
06/05/2023,Alexandria,45974,833,233
06/05/2023,Arlington,67312,1388,370
06/05/2023,Fairfax,270751,5360,1793
06/05/2023,Loudoun,99046,2080,448
06/05/2023,Prince William,146272,4079,951
06/04/2023,Alexandria,45968,833,233
06/04/2023,Arlington,67308,1388,370
06/04/2023,Fairfax,270720,5358,1793
06/04/2023,Loudoun,99037,2080,448
06/04/2023,Prince William,146261,4079,951
06/03/2023,Alexandria,45966,833,233
06/03/2023,Arlington,67302,1386,370
06/03/2023,Fairfax,270700,5358,1793
06/03/2023,Loudoun,99029,2079,448
06/03/2023,Prince William,146248,4079,951
06/02/2023,Alexandria,45961,833,233
06/02/2023,Arlington,67300,1384,370
06/02/2023,Fairfax,270663,5357,1793
06/02/2023,Loudoun,99013,2079,448
06/02/2023,Prince William,146230,4079,951
06/01/2023,Alexandria,45954,833,233
06/01/2023,Arlington,67294,1384,370
06/01/2023,Fairfax,270621,5355,1793
06/01/2023,Loudoun,98987,2078,448
06/01/2023,Prince William,146220,4079,951
05/31/2023,Alexandria,45948,833,233
05/31/2023,Arlington,67292,1384,370
05/31/2023,Fairfax,270572,5354,1793
05/31/2023,Loudoun,98978,2078,448
05/31/2023,Prince William,146204,4079,951
05/30/2023,Alexandria,45944,833,233
05/30/2023,Arlington,67293,1382,369
05/30/2023,Fairfax,270542,5354,1793
05/30/2023,Loudoun,98977,2078,448
05/30/2023,Prince William,146194,4079,951
05/29/2023,Alexandria,45943,833,233
05/29/2023,Arlington,67291,1382,369
05/29/2023,Fairfax,270521,5354,1793
05/29/2023,Loudoun,98968,2078,448
05/29/2023,Prince William,146190,4079,951
05/28/2023,Alexandria,45943,833,233
05/28/2023,Arlington,67288,1382,369
05/28/2023,Fairfax,270508,5354,1793
05/28/2023,Loudoun,98961,2078,448
05/28/2023,Prince William,146187,4079,951
05/27/2023,Alexandria,45940,833,233
05/27/2023,Arlington,67287,1382,369
05/27/2023,Fairfax,270492,5354,1793
05/27/2023,Loudoun,98954,2078,448
05/27/2023,Prince William,146179,4079,951
05/26/2023,Alexandria,45937,833,233
05/26/2023,Arlington,67284,1376,369
05/26/2023,Fairfax,270455,5353,1793
05/26/2023,Loudoun,98942,2076,448
05/26/2023,Prince William,146172,4079,951
05/25/2023,Alexandria,45927,833,233
05/25/2023,Arlington,67279,1376,369
05/25/2023,Fairfax,270433,5353,1793
05/25/2023,Loudoun,98926,2076,448
05/25/2023,Prince William,146160,4079,951
05/24/2023,Alexandria,45925,833,233
05/24/2023,Arlington,67273,1376,369
05/24/2023,Fairfax,270417,5353,1793
05/24/2023,Loudoun,98915,2073,448
05/24/2023,Prince William,146150,4079,951
05/23/2023,Alexandria,45921,833,233
05/23/2023,Arlington,67269,1376,369
05/23/2023,Fairfax,270382,5353,1793
05/23/2023,Loudoun,98908,2073,448
05/23/2023,Prince William,146130,4079,951
05/22/2023,Alexandria,45918,833,233
05/22/2023,Arlington,67267,1376,369
05/22/2023,Fairfax,270359,5352,1793
05/22/2023,Loudoun,98901,2073,448
05/22/2023,Prince William,146122,4079,951
05/21/2023,Alexandria,45916,833,233
05/21/2023,Arlington,67264,1376,369
05/21/2023,Fairfax,270344,5352,1793
05/21/2023,Loudoun,98894,2073,448
05/21/2023,Prince William,146111,4079,951
05/20/2023,Alexandria,45912,833,233
05/20/2023,Arlington,67248,1376,369
05/20/2023,Fairfax,270301,5352,1793
05/20/2023,Loudoun,98882,2073,448
05/20/2023,Prince William,146101,4079,951
05/19/2023,Alexandria,45910,833,233
05/19/2023,Arlington,67243,1376,369
05/19/2023,Fairfax,270264,5352,1793
05/19/2023,Loudoun,98871,2072,448
05/19/2023,Prince William,146083,4079,951
05/18/2023,Alexandria,45907,833,233
05/18/2023,Arlington,67238,1376,369
